TIPO ATO;ÓRGÃO;Nº;DATA ASSINATURA;EMENTA;DATA DOM;OBSERVAÇÃO;ASSUNTO;LINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.501;31/10/2023;Dispõe sobre o encerramento do exercício financeiro de 2023 para os órgãos e as entidades do Poder Executivo.;01/11/2023;;ORÇAMENTO - ENCERRAMENTO DO EXERCÍCIO FINANCEIRO;https://dom-web.pbh.gov.br/visualizacao/ato/428320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.502;06/11/2023;Dispõe sobre o Conselho Municipal de Turismo – Comtur-BH.;07/11/2023;;CONSELHO/FUNDO - TURISMO;https://dom-web.pbh.gov.br/visualizacao/ato/428524;Retorno Férias - Túlio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.503;06/11/2023;Altera o Decreto nº 16.942, de 17 de julho de 2018, que institui o procedimento de prova de vida de aposentados e pensionistas vinculados ao Regime Próprio de Previdência Social dos Servidores Públicos do Município de Belo Horizonte.;07/11/2023;;PESSOAL - PREVIDÊNCIA;https://dom-web.pbh.gov.br/visualizacao/ato/428525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.504;06/11/2023;Altera o Decreto nº 16.907, de 16 de maio de 2018, que dispõe sobre o exame admissional no serviço público do Poder Executivo.;07/11/2023;;PESSOAL - EXAME ADMISSIONAL;https://dom-web.pbh.gov.br/visualizacao/ato/428526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.512;13/11/2023;Altera o Decreto nº 16.901, de 8 de maio de 2018, que regulamenta a Lei nº 11.095, de 28 de dezembro de 2017, que cria o Sistema Financeiro de Conta Única, dispõe sobre a Execução Financeira no Município e dá outras providências.;14/11/2023;;FINANÇAS - CONTA ÚNICA;https://dom-web.pbh.gov.br/visualizacao/ato/429008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.513;13/11/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;14/11/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/429009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;17.345;20/11/2023;Altera o Decreto nº 17.345, de 24 de abril de 2020, que dispõe sobre a organização da Secretaria Municipal de Saúde.;21/11/2023;SMSA;ESTRUTURA;https://dom-web.pbh.gov.br/visualizacao/ato/429401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;SMPOG/FPMZ;002;20/11/2023;Regulamenta a prestação de serviços no regime de trabalho híbrido no âmbito da Fundação de Parques Municipais e Zoobotânica - FPMZB.;22/11/2023;FPMZ;PESSOAL - TRABALHO PRESENCIAL E TELETRABALHO;https://dom-web.pbh.gov.br/visualizacao/ato/429458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPOG;066;17/11/2023;Dispõe sobre os cursos a serem considerados para fins de obtenção da progressão por escolaridade e promoção dos servidores e empregados públicos da Administração Direta do Poder Executivo.;22/11/2023;;PESSOAL - PROGRESSÃO;https://dom-web.pbh.gov.br/visualizacao/ato/429457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMED;365;21/11/2023;Estabelece parâmetros para a elaboração do Calendário Escolar de 2024.;23/11/2023;;EDUCAÇÃO - CALENDÁRIO ESCOLAR;https://dom-web.pbh.gov.br/visualizacao/ato/429532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.530;23/11/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;24/11/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/429606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;GP/SMGO;004;24/11/2023;Dispõe sobre delegação de competência no âmbito do Gabinete do Prefeito e da Secretaria Municipal de Governo para a prática dos atos que específica e dá outras providências;28/11/2023;;ORÇAMENTO - DELEGA COMPETÊNCIA;https://dom-web.pbh.gov.br/visualizacao/ato/429837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.546;30/11/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;01/12/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/430221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;11.615;06/12/2023;Considera o período compreendido entre 28 de maio de 2020 e 31 de dezembro de 2021 para fins de contagem de tempo para aquisição do adicional por tempo de serviço e da licença por assiduidade.;07/12/2023;;PESSOAL - QUINQUÊNIO;https://dom-web.pbh.gov.br/visualizacao/ato/430609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;11.619;23/12/2007;"Dá nova redação ao caput do art. 66 da Lei nº 11.416/22, que ""Institui a Lei Municipal de Inclusão da Pessoa com Deficiência e da Pessoa com Mobilidade Reduzida”.";08/12/23;;DIREITO E CIDADANIA - PESSOAS COM DEFICIÊNCIA;https://dom-web.pbh.gov.br/visualizacao/ato/430729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROPOSIÇÃO DE LEI;;189;07/12/23;Dispõe sobre a adoção de medidas de estímulo ao desenvolvimento de startups e às atividades de ciência, tecnologia e inovação no Município.;08/12/23;;DESENVOLVIMENTO - BH NEGÓCIOS;https://dom-web.pbh.gov.br/visualizacao/ato/430743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMOBI;296;12/12/2023;Institui o Acordo de Nível de Serviços – ANS, para os processos de contratações realizados pela Secretaria Municipal de Obras e Infraestrutura-SMOBI.;13/12/2023;;OBRAS - CONTRATOS ADMINISTRATIVOS;https://dom-web.pbh.gov.br/visualizacao/ato/430899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.556;12/12/2023;Dispõe sobre o fornecimento de alimentação nos dois períodos de férias escolares às famílias de estudantes em situação de pobreza e extrema pobreza matriculados na Rede Municipal de Educação de Belo Horizonte.;13/12/2023;;ABASTECIMENTO - ALIMENTAÇÃO ESCOLAR;https://dom-web.pbh.gov.br/visualizacao/ato/430940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.557;12/12/2023;Altera o Decreto nº 16.739, de 6 de outubro de 2017, que dispõe sobre a organização da Secretaria Municipal de Fazenda.;13/12/2023;SMFA;ESTRUTURA;https://dom-web.pbh.gov.br/visualizacao/ato/430941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;CTGM/SMFA/SMPOG/PRODABEL;002;13/12/2023;Dispõe sobre a Gestão, competências, procedimentos e prazos para o cadastro, extração, correção e envio das informações do MBH, ao Sistema Informatizado de Contas dos Municípios – SICOM, para viabilização do cumprimento ao disposto na Resolução nº 07/2011, de 27 de abril de 2011, do Tribunal de Contas do Estado de Minas Gerais-TCEMG, demais Normas afins, e dá outras providências.;14/12/2023;;SISTEMA - SICOM;https://dom-web.pbh.gov.br/visualizacao/ato/430964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.555;11/12/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;15/12/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/431150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPOG;056;07/12/2023;Dispõe sobre a Atualização Cadastral dos Agentes Públicos da Administração Direta do Poder Executivo Municipal.;15/12/2023;;PESSOAL - ATUALIZAÇÃO CADASTRAL;https://dom-web.pbh.gov.br/visualizacao/ato/431117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROPOSIÇÃO DE LEI;;196;15/12/2023;Determina a inclusão em página oficial da administração municipal de aba específica que reúna todos os serviços municipais à disposição dos idosos e os benefícios que lhes são concedidos por lei.;16/12/2023;;DIREITO E CIDADANIA - IDOSOS;https://dom-web.pbh.gov.br/visualizacao/ato/431254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.568;20/12/2023;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;21/12/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/431559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;18.569;20/12/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;21/12/2023;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/431560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMC;052;21/12/2023;Dispõe sobre aprovação do Plano Bianual de Financiamento à Cultura para os anos de 2024 e 2025 aprovado em Plenária do Conselho Municipal de Política Cultural realizada em 19 de dezembro de 2023.;22/12/2023;;CULTURA - PLANO BIANUAL;https://dom-web.pbh.gov.br/visualizacao/ato/431614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESOLUÇÃO ;CMDCA-BH;249;;Dispõe sobre o Plano de Aplicação dos recursos do Fundo Municipal dos Direitos da Criança e do Adolescente de Belo Horizonte – FMDCA/BH para o exercício de 2024.;23/12/2023;;CONSELHO/FUNDO - CRIANÇA E ADOLESCENTE;https://dom-web.pbh.gov.br/visualizacao/ato/431706;*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;SMPU;18.591;28/12/2023;Altera o Decreto nº 16.885, de 10 de abril de 2018, que dispõe sobre a organização da Secretaria Municipal de Política Urbana.;29/12/2023;;ESTRUTURA;https://dom-web.pbh.gov.br/visualizacao/ato/432110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;SMPU;18.592;28/12/2023;Altera o Anexo IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;29/12/2024;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/432111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA CONJUNTA;CTGM/PGM/SMPOG/SMFA/SMSA/SMASAC/SMED/SMOBI/SUDECAP/PRODABEL;003;28/12/2023;Dispõe sobre a designação de servidores para integrarem o Grupo Técnico SICOM, o Grupo de Gestores de Negócio dos Arquivos que compõem os Módulos/Leiautes do Sistema Informatizado de Contas dos Municípios – SICOM/TCEMG e do Grupo de Apoio Técnico a estes, nos termos da Portaria Conjunta CTGM/SMFA/SMPOG/PRODABEL nº 002/2023, de 13 de dezembro de 2023.;29/12/2023;;SISTEMA - SICOM;https://dom-web.pbh.gov.br/visualizacao/ato/431985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RETIFICAÇÃO PORTARIA CONJUNTA;CTGM/PGM/SMPOG/SMFA/SMSA/SMASAC/SMED/SMOBI/SUDECAP/PRODABEL;003;29/12/2023;Na Portaria em epígrafe, publicada no Diário Oficial do Município de 29 de dezembro de 2023,;30/12/2023;;SISTEMA - SICOM;https://dom-web.pbh.gov.br/visualizacao/ato/432130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMFA;121;28/12/2023;Divulga o percentual de atualização aplicável em 1º de janeiro de 2024 aos tributos, preços públicos, multas e demais valores fixados na legislação municipal e dá outras providências.;30/12/2023;;FINANÇAS - TRIBUTOS;https://dom-web.pbh.gov.br/visualizacao/ato/432161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO ;;18.600;05/01/2024;Altera os Anexos I e IV do Decreto nº 16.676, de 31 de agosto de 2017, que dispõe sobre a codificação e a forma de recrutamento dos cargos de provimento em comissão de que trata a Lei nº 11.065, de 1º de agosto de 2017, e dá outras providências.;06/01/2024;;PESSOAL - DAM E FCA;https://dom-web.pbh.gov.br/visualizacao/ato/432487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
